,Template,Frequency,Class
977,[C:2].[C:1]-[C:3]>>[C:1].[C:2]-C-[C:3]_1-10_000_000,1,978
978,[O:3].[C:1]-[C:2]>>C-[C:1].[C:2]-[O:3]_00-1_000_000,1,979
979,[Br:1]>>[Br:1]-C-c1:c:c:c:c:c:1_-1_0_0,1,980
980,[Cl:1]>>C-O-C(-Cl)-[Cl:1]_0_1_0,1,981
981,[n:1].[n:3]:[c:2]-[c:4]>>[n:1].[c:2]:[n:3].C-C1(-C)-O-B(-[c:4])-O-C-1(-C)-C_-1110_0000_0000,1,982
982,[c:1]-[C:3]=[O:2]>>C-C-O-C(=O)-[c:1].C-[O:2]-[C:3]=O_000_000_000,1,983
983,[O:1]>>Cl-c1:c:c:c(-C-[O:1]):c(-Cl):c:1_-1_0_0,1,984
984,[C:1]=[S:2]>>[S-]-[C:1]-[S:2]_00_0-1_00,1,985
985,[N:1]=[C:2]-[N:3]>>C-C(-C)(-C)-O-C(=O)-[N:1](-[C:2]=[N:3])-C(=O)-O-C(-C)(-C)-C_-10-1_000_000,1,986
986,[N:4]-[C:5].[O:2]=[C:1]-[O:3]>>[C:1]-[O:2].[O:3]-[N:4]=[C:5]_210-2-1_00000_00000,1,987
987,[O:2].[C:1]-[S:3]>>[C:1]-[O:2].O=S(-[O-])-[S:3]_0-10_000_000,1,988
988,[N:1]-[C:3]#[N:2]>>[N:1].C-C1=C(-C)-[Si](-C)(-C)-[SiH](-C)-[N:2]=[C:3]-1-C_100_000_000,1,989
989,[Cl:1]>>O=C(-[Cl:1])-c1:c:c:c:s:1_-1_0_0,1,990
990,[n:1].[n:2].[C:3]=[C:4]>>[n:1].[n:2].[C:3]#[C:4]_-11-1-1_0000_0000,1,991
991,[n:2].[n:1]-[C:3]>>[n:1].[n:2].C-C(-C)-[N-]-[C:3](-C)-C_01-2_000_000,1,992
992,[O:1]>>C-C(=O)-N-c1:c:c:c(-S(=O)(=O)-N-C(-C-C(=O)-O-C(-C)(-C)-C)-C=O):c(-[O:1]):c:1_-1_0_0,1,993
993,[O:1]=[S:2]-[O:3]>>F-c1:c:c:c(-[O:1]-[S:2]=[O:3]):c:c:1_00-1_000_000,1,994
994,[O:1]>>C-C(-C)(-C)-C-[O:1]_-1_0_0,1,995
995,[c:1]-[C:2]=[O:3]>>Br-[c:1].C-[C:2]-[O:3]-C=O_010_000_000,1,996
996,[O:1].[O:2]>>Cl-c1:c:c:c(-C(-[O:1])(-[O:2])-c2:c:c:c(-Cl):c:c:2):c:c:1_-1-1_00_00,1,997
997,[O:1]-[C:2]=[O:3]>>[O:1]=[C:2]-[O:3]-c1:c:c:c:c:c:1_-100_000_000,1,998
998,[O:1]=[C:2]>>C-C-C-C-C-C-C-C-[O:1]-[C:2]-C_00_00_00,1,999
999,[O:1].[O:2].[K:3]-[C:4]>>[O:1].[O:2].[K:3].[C:4]-[n+]1:c:c:c:c:c:1_-1-100_-1-110_0000,1,1000
1000,[Cl:1]>>C-c1:n:c:s:c:1-C(=O)-[Cl:1]_-1_0_0,1,1001
1001,[C:1]=[O:2]>>F-C(-F)(-F)-[C:1]-[O:2]_01_00_00,1,1002
1002,[C:1]>>C-O-C(-C)-O-[C:1]_-1_0_0,1,1003
1003,[C:1]>>C-[C:1](-C)-C(=O)-O-C(-C)(-C)-C_-3_0_0,1,1004
1004,[N:1]=[C:2]>>N-C-C-C-[N:1]-[C:2]=O_0-1_00_00,1,1005
1005,[C:1]-[C:2]>>C-O-[C:1]=[C:2]_-2-1_00_00,1,1006
1006,[O:1]=[C:2]-[O:3]>>C-C(-C)(-C)-O-C(=O)-C-C-C-[O:1]-[C:2]=[O:3]_00-1_000_000,1,1007
1007,[n:1].[N:2]-[C:3]>>[n:1].[N:2].O=[C:3]_11-1_100_000,1,1008
1008,[C:1]>>C-C(-C)-C-C(-C)(-O)-[C:1]_-1_0_0,1,1009
1009,[O:1]>>[O:1]-C-C-C-O-c1:c:c:c(-O-C-c2:c:c:c:c:c:2):c:c:1_-1_0_0,1,1010
1010,[Cl:1]>>C-O-c1:c:c:c(-[Cl:1]):c:c:1-C(-Cl)=O_-1_0_0,1,1011
1011,[C:1]-[O:2].[C:3]=[O:4]>>O-[C:1].[O:2]-[C:3]-[O:4]_0001_0000_0000,1,1012
1012,[C:4]-[O:3]-[c:2]:[n:1]>>[n:1]:[c:2]=[O:3].C-C-C-O-S(=O)(=O)-O-[C:4]_1000_0000_0000,1,1013
1013,[O:1]-[C:3]=[O:2]>>O-C(=O)-[O:1].C-[SiH](-C)-[O:2]-[C:3]-C(-C)(-C)-C_-101_-100_000,1,1014
1014,[c:1]>>C-C-C-C(-[c:1])=C-C-C_-1_0_0,1,1015
1015,[O:2].[C:1]-[N:3]>>O-[C:1]-[O:2].[N:3]-N-c1:c:c:c:c:c:1_-1-10_000_000,1,1016
1016,[N:1]>>C-C(-C)(-C)-S-[N:1]_-1_0_0,1,1017
1017,[O:1].[S:2]-[C:3]>>[O:1].[S:2].Cl-[C:3]_-110_-100_000,1,1018
1018,[C:1]#[N:2]>>N-[C:1]=[N:2]_02_01_00,1,1019
1019,[n:4]:[n:5].[C:2]-[N:1]-[C:3]>>[N:1].Cl-[C:2].Cl-[C:3].[n:4]:[n:5]_200-11_00000_00000,1,1020
1020,[O:3].[O:1]=[C:2]>>[O:1]=C-c1:c:c:c:c:c:1.O=c1:[nH]:c(=O):n(-[C:2]-[O:3]):c:c:1_00-1_000_000,1,1021
1021,[O:1]>>O=S(=O)(-[O:1])-c1:c:c:c:c2:c:n:c:c:c:1:2_-1_0_0,1,1022
1022,[O:1]=[C:2]-[O:3]>>C#C-C-[O:1]-[C:2]=[O:3]_00-1_000_000,1,1023
1023,[n:2].[N:1]-[c:3]>>[N:1].[n:2].O=[c:3]_010_-100_000,1,1024
1024,[N:4]-[C:5].[O:2]=[C:1]-[O:3]>>[C:1]-[O:2].[O:3]-[N:4]=[C:5]_211-3-1_001-10_00000,1,1025
1025,[Cl:1]>>O-C(=O)-c1:n:n(-c2:c:c:c:c:c:2):c2:c:1-C-C-c1:c:c(-[Cl:1]):c:c:c:1-2_-1_0_0,1,1026
1026,[C:1]-[S:4]-[c:3]:[n:2]>>[C:1]-[O-].[n:2]:[c:3]=[S:4]_0100_0000_0000,1,1027
1027,[O:1].[O:3].[O:2]-[C:4]>>[O:1].[O:2].[O:3].O-[C:4]_-1010_-1-110_0000,1,1028
1028,[N:2].[O:1]>>C-C(-C)(-C)-C(-[O:1])-[N:2]-C=O_-1-2_00_00,1,1029
1029,[n:1]>>C-N(-C)-C(=O)-[n:1]_-1_0_0,1,1030
1030,[Br:1]>>C=C-C-[Br:1]_-1_0_0,1,1031
1031,[C:1]>>Cl-[C:1](-Cl)-Cl_-3_0_0,1,1032
1032,[C:2].[C:1]-[N:4]-[C:3]>>[C:1].[C:2]-N-[C:3].O=[N:4]-[O-]_1-100_0001_0000,1,1033
1033,[n:1]>>O=C(-C-[n:1])-N1-C-C-N-C-C-1=O_-1_0_0,1,1034
1034,[Cl:1]>>Br-C1=C-C-C(-[Cl:1])(-O-C-C)-C=C-1_-1_0_0,1,1035
1035,[Cl:1]>>[Cl:1]-c1:c:c:c:c:c:1_-1_0_0,1,1036
1036,[O:1].[O:2].[C:3]-[O:4]>>[O:1].[O:2].O-[C:3].O=P(-[O-])(-[O-])-[O:4]_-1-100_-1-100_0000,1,1037
1037,[N:1]-[C:2]=[C:3]>>[N:1].O-[C:2]-[C:3]-O_010_-100_000,1,1038
1038,[O:1]>>C-C1(-C)-O-C-C(-C-C-[O:1])-O-1_-1_0_0,1,1039
1039,[C:1]>>O=C(-[O-])-C-[C:1]_-1_0_0,1,1040
1040,[c:1]-[c:2]:[n:3]:[n:4]>>Cl-[c:1].O-B(-O)-[c:2]:[n:3]:[n:4]_00-11_0000_0000,1,1041
1041,[N:1]#[C:2]>>C-O-c1:c:c:c(-C(-C)-[N:1]-[C:2]=O):c:c:1_10_00_00,1,1042
1042,[N:1]>>[N:1]=C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_-3_-1_0,1,1043
1043,[N:1].[O:2]=[C:3]-[O:4]>>[N:1].[O:2]-[C:3]=[O:4]_1000_1-101_0000,1,1044
1044,[C:1]-[N:5]-[C:3](-[N:4])=[O:2]>>[C:1]-[O:2]-[C:3](=[N:4])-[N:5]_000-11_00000_00000,1,1045
1045,[N:1]>>C-C(-C)-N(-C=[N:1])-C(-C)-C_-2_0_0,1,1046
1046,[n:1]>>C-S(=O)(=O)-O-C-C-[n:1]_-1_0_0,1,1047
1047,[Cl:1]-[C:3]=[O:2]>>Cl-S(=O)-[Cl:1].F-c1:c:c(-[O:2]-[C:3]=O):c:c(-F):c:1-C#N_000_000_000,1,1048
1048,[Sn:1]>>C#C-[Sn:1]_-1_0_0,1,1049
1049,[C:2].[c:1]-[C:3]=[C:4]>>Br-[c:1].C-N(-[C:2])-[C:3]-[C:4]_0-111_0000_0000,1,1050
1050,[C:2]-[O:3]-[c:1]>>Cl-[c:1].Cl-c1:c:c:c2:n:c(-[C:2](-O)=[O:3]):c(-Cl):n:c:2:c:1_0-30_000_000,1,1051
1051,[C:1]-[C:2]-[S:5]-[c:4]:[n:3]>>[C:1]=[C:2].[n:3]:[c:4]=[S:5]_-10100_00000_00000,1,1052
1052,[O:1]-[O:2].[C:3]-[C:4]-[O:5]>>[O:1]-[O:2].[C:3]-O-[C:4]=[O:5]_110-1-1_11000_00000,1,1053
1053,[O:4].[C:2]-[O:1]-[C:3]>>[O:1].Br-[C:2].[C:3]-[O:4]_100-1_-1000_0000,1,1054
1054,[O:1]>>C-C-C-C(-C-C-C)-C(=O)-[O:1]_-1_0_0,1,1055
1055,[N:1]>>Br-C-C-C-C-[N:1]_-1_0_0,1,1056
1056,[N:3].[C:1]=[C:2]>>[C:1]-[C:2]-[N:3]_10-1_000_000,1,1057
1057,[C:1]>>F-C(-F)(-F)-C-[C:1]_-1_0_0,1,1058
1058,[O:2]=[C:1]-[N:3]>>[C:1]-[O:2]-C1-C-C-C-C-O-1.C-c1:c:c:c(-C#C):c:c:1-C(=O)-c1:c:c:c(-[N:3]-c2:c:c:c(-F):c:c:2-F):c:c:1-Cl_20-1_000_000,1,1059
1059,[n:1].[C:2]-[c:3]:[n:4]>>[n:1].Cl-[C:2].[c:3]:[n:4]_-1011_0000_0000,1,1060
1060,[c:1]-[C:2]=[C:3]>>[c:1].C1-C-[C:2]-[C:3]-C-N-1_110_000_000,1,1061
1061,[O:1].[c:2]-[C:3]>>[O:1].Br-[c:2].C-C-O-[C:3]_-100_-100_000,1,1062
1062,[n:1].[c:3]-[O:2]-[C:4]>>[n:1].[O:2]=[c:3].C-[Si](-C)(-[C:4])-C=[N+]=[N-]_1000_0000_0000,1,1063
1063,[O:2].[C:1]-[O:3]>>[C:1]-[O:2].C-O-C(=O)-C(-C-C1-C-O-1)-N-S(=O)(=[O:3])-c1:c:c:c(-c2:c:c:c:c:c:2):c:c:1_0-1-1_000_000,1,1064
1064,[C:1]>>O=C(-[C:1])-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1_-1_0_0,1,1065
1065,[O:1]=[C:2]>>C-[Si](-C)(-C)-[O:1]-[C:2]-C#N_00_00_00,1,1066
1066,[C:4]-[N:3](-[C:2])-[C:1]>>[C:1]-[C:2]-[N:3].F-C(-F)(-F)-[C:4](=O)-[O-]_0-12-3_0000_0000,1,1067
1067,[N:1]>>C-C(-C)(-C)-O-C(=O)-C-[N:1]_-1_0_0,1,1068
1068,[N:1]>>S=C(-O-[N:1])-O-c1:c:c:c:c:c:1_-1_0_0,1,1069
1069,[N:1]-[C:3]=[O:2]>>[N:1].C-O-c1:c:c:c(-[O:2]-[C:3]=O):c:c:1_100_000_000,1,1070
1070,[O:1]-[C:3]=[O:2]>>C-C(-C)-[O:1].C-[SiH](-C)-[O:2]-[C:3]-C(-C)(-C)-C_001_000_000,1,1071
1071,[O:1].[O:2].[N:3]-[S:4]>>[O:1].[O:2].[N:3].Cl-[S:4]_-1-110_-1-100_0000,1,1072
1072,[c:3].[c:1]-[c:2]>>[c:1].[c:2].[c:3]_110_0-11_000,1,1073
1073,[N:1]>>C-[N:1]-C(=O)-O-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1_-2_0_0,1,1074
1074,[C:1]-[C:4]-[N:3]-[O:2]>>O=[C:1](-[O-])-[O-].[O:2]-[N:3]=[C:4]_-3-100_0-110_0000,1,1075
1075,[C:1]-[C:4]-[C:3]#[C:2]>>[C:1].Br-[C:2]=[C:3]=[C:4]_1000_0000_0000,1,1076
1076,[N:1]>>C=C(-C-[N:1])-C#N_-1_0_0,1,1077
1077,[N:1]>>[N:1]-C-C1-C-C-1_-1_0_0,1,1078
1078,[c:1]-[C:3]#[C:2]>>O-[c:1].C-C-N(-C-C)-[C:2]-[C:3]_013_000_000,1,1079
1079,[C:3]-[c:1]:[c:2]-[C:5]=[O:4]>>[c:1]:[c:2].O=[C:3]-[O:4]-[C:5]_11-202_00000_00000,1,1080
1080,[C:1]=[O:2]>>C-O-C(=O)-C#C-[C:1]-[O:2]-[Si](-C)(-C)-C_00_00_00,1,1081
1081,[c:1]-[C:3]=[C:2]>>Cl-[c:1].C-[C:2]-[C:3]-O_001_000_000,1,1082
1082,[Br:1]>>C-C(-C)(-C)-c1:c:c:c2:c(:c:1)-C(=O)-C(-[Br:1])-C-2_-1_0_0,1,1083
1083,[N:1].[N:2]-[c:3]>>[N:1].[N:2].Cl-[c:3]_120_110_000,1,1084
1084,[N:1]>>C-C-C-C-C(=O)-[N:1]_-1_0_0,1,1085
1085,[O:1]>>C-C-C-C-C-C(-C)(-O)-C-S-C1-C(-O)-C-C(=O)-C-1-C-C-C-C-C-C-C(=O)-[O:1]_-1_0_0,1,1086
1086,[O:2].[C:1]>>O=C(-[C:1])-[O:2]_-1-1_00_00,1,1087
1087,[C:1]=[O:2]>>Br-C1(-[C:1]-[O:2]-C(-C)=O)-C2-S-C=C(-C(=O)-O-C-c3:c:c:c(-[N+](=O)-[O-]):c:c:3)-N-2-C-1=O_00_00_00,1,1088
1088,[O:3].[C:2]-[O:1]-[c:4]>>[O:1].I-[C:2].[O:3]-[c:4]_10-10_-1000_0000,1,1089
1089,[O:1].[N:2]-[c:3]>>[O:1].[N:2].I-[c:3]_-110_-100_000,1,1090
1090,[O:2].[O:4].[C:1]-[O:5]-[C:3]>>[C:1]-[O:2].[C:3]-[O:4].O-S(=O)(=O)-[O:5]_0-10-11_00000_00000,1,1091
1091,[N:3].[O:1]=[C:2]>>C-C-[O:1].[C:2]=[N:3]_10-2_000_000,1,1092
1092,[n:1]-[C:4]-[C:3]=[C:2]>>[n:1].Cl-[C:2]-[C:3]=[C:4]_0000_-1000_0000,1,1093
1093,[N:1].[O:2]>>C-C(=O)-[N:1]-C(-C)(-C)-[O:2]_-2-1_00_00,1,1094
1094,[N:1]>>O=C(-[N:1])-N-C(=O)-c1:c:c:c:c:c:1-[N+](=O)-[O-]_-1_0_0,1,1095
1095,[O:1]-[C:3]=[C:2]>>[O:1].O-[C:2]-[C:3]_102_000_000,1,1096
1096,[O:2].[C:1]-[O:3]>>C-O-N(-C)-[C:1].C-C(-C)(-[O:2])-[O:3]_0-10_000_000,1,1097
1097,[C:1]-[N:3]-[C:2]>>C-O-[C:1].C-O-C(-C)=C(-[C:2]#[N:3])-C(=O)-c1:c:c:c:c:c:1_0-3-1_000_000,1,1098
1098,[O:1]=[C:2]-[O:3]>>C-C-C-C-C-C-[O:1]-[C:2]=[O:3]_00-1_000_000,1,1099
1099,[n:1].[n:3].[S:2]=[O:4]>>[n:1].[S:2].[n:3].O-[O:4]_-1011_0000_0000,1,1100
1100,[N:1]>>C-N(-C)-C-C-[N:1]_-1_0_0,1,1101
1101,[O:1].[C:2]-[O:3]>>[O:1].[C:2]=[O:3]_-1-1-1_-100_000,1,1102
1102,[C:5]-[C:2]-[C:3](-[C:1])=[O:4]>>Br-[C:1].[C:2]-[C:3]-[O:4]-[C:5]_01200_00000_00000,1,1103
1103,[C:1]-[C:3]=[O:2]>>C-C-N(-C-C)-C-[C:1].C-C-[O:2]-[C:3]=O_000_000_000,1,1104
1104,[O:3].[O:1]=[C:2]-[O:4]>>C-C(=O)-[O:1]-[C:2]-[O:3].O=C1-O-C(=[O:4])-c2:c:c:c:c:c:2-1_01-1-1_0000_0000,1,1105
1105,[O:3].[C:1]-[C:2]>>I-[C:1].[C:2]-[O:3]_00-1_000_000,1,1106
1106,[N:1]-[C:3](=[O:4])-[O:2]>>[N:1].[O:2].C1-C-[C:3]-[O:4]-C-1_1120_0000_0000,1,1107
1107,[c:2].[N:1]=[C:3]>>[N:1]-[c:2].Cl-C(-Cl)(-Cl)-O-[C:3]-O-C(-Cl)(-Cl)-Cl_2-10_100_000,1,1108
1108,[n:1]>>[n:1]-c1:c:n:c:n:c:1_-1_0_0,1,1109
1109,[n:1].[n:2].[O:3]-[C:5]=[O:4]>>[n:1].[n:2].[O:3].[O:4].N#[C:5]_-11120_00000_00000,1,1110
1110,[C:1]>>F-C(-F)(-F)-c1:c:c:c:c(-C(=O)-[C:1]=N-O):c:1_-3_0_0,1,1111
1111,[O:1].[P:2]-[C:3]>>[O:1].Cl-[P:2].O-[PH](=O)-[C:3]_-100_-100_000,1,1112
1112,[O:1].[O:2]=[C:3]-[N:4]>>[O:1].O=C(-[O-])-[O:2].[C:3]#[N:4]_-100-2_-1-100_0000,1,1113
1113,[C:1]-[C:3]=[C:2]>>Cl-[C:1].O=[C:2]-[C:3]_0-12_000_000,1,1114
1114,[C:1]-[C:3]=[O:2]>>O=C(-[C:1])-[O-].C-C(-C)(-C)-[O:2]-[C:3]=O_000_000_000,1,1115
1115,[n:1].[n:2].[c:3]-[C:4]>>[n:1].[n:2].O=C-[c:3].O=[C:4]-O-C-c1:c:c:c:c:c:1_-110-2_0000_0000,1,1116
1116,[O:1].[O:2]=[C:3]-[O:4]>>[O:1].[O:2]-[C:3]=[O:4]_-110-1_-1000_0000,1,1117
1117,[Br:1]-[C:2].[n:3]:[n:4]>>[Br:1].O-[C:2].[n:3]:[n:4]_10-11_0000_0000,1,1118
1118,[N:1]>>C-O-c1:c:c:c(-C-[N:1]-C(=O)-O-C(-C)(-C)-C):c:c:1_-2_0_0,1,1119
1119,[O:1]=[C:2]-[O:3]>>C-O-C-[O:1]-[C:2]=[O:3]_00-1_000_000,1,1120
1120,[O:2].[C:1]-[N:3]>>[C:1]-[O:2].O=C(-[N:3])-c1:c:c:c:c:c:1-C(=O)-[O-]_0-10_000_000,1,1121
1121,[C:2]=[O:3].[O:1]=[C:4]>>[O:1].[C:2]-[O:3]-[C:4]_2101_0000_0000,1,1122
1122,[P:1]>>c1:c:c:c(-[P:1](-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1_-3_0_0,1,1123
1123,[c:1]-[C:3]=[C:2]>>Br-[c:1].C-C-C-C-[N+](-C-C-C-C)(-C-C-C-C)-C-C-[C:2]-[C:3]_002_000_000,1,1124
1124,[C:1]=[C:2]>>C-C-O-S(=O)(=O)-O-[C:1]-[C:2]_01_00_00,1,1125
1125,[N:1]>>C-N1-C-[N:1]-C-N(-C)-C-1=O_-2_0_0,1,1126
1126,[O:1]-[C:4]-[C:3]-[O:2]>>O=C(-[O-])-[O:1].[O:2]=[C:3]1-C-[C:4]-1_-1-1-20_-1000_0000,1,1127
1127,[c:1]-[S:3]=[O:2]>>Br-[c:1].C-[O:2]-[S:3]=O_000_000_000,1,1128
1128,[O:1]=[C:2]-[Cl:3]>>C-[O:1]-[C:2]=O.C-c1:c:c:c(-C(=O)-[Cl:3]):c:c:1_000_000_000,1,1129
1129,[C:1]=[N:3]=[N:2]>>[C:1].N-C(=N)-[N:2]-[N:3]_212_01-1_000,1,1130
1130,[N:1]>>[N:1]-C-C1-C-C-C-C-C-1_-1_0_0,1,1131
1131,[S:1]-[C:3]=[O:2]>>[S:1].F-c1:c(-F):c(-F):c(-[O:2]-[C:3]=O):c(-F):c:1-F_100_000_000,1,1132
1132,[O:2].[C:1]-[N:4]-[C:3]>>[C:1]-[O:2].[C:3]#[N:4]_0-1-2-1_0000_0000,1,1133
1133,[O:1]=[C:2]>>C-C1-C-C(-C)-[O:1]-[C:2]-O-1_00_00_00,1,1134
1134,[O:4]-[C:3]-[C:2]=[O:1]>>C-C-[O:1]-[C:2]=O.C-C-O-C(=O)-[C:3]-[O:4]_000-1_000-1_0000,1,1135
1135,[n:1].[c:2]-[Cl:3]>>[n:1].O=[c:2].Cl-P(-Cl)(=O)-O-[Cl:3]_100_000_000,1,1136
1136,[N:1]>>O=C(-[N:1])-C(-C-c1:c:c:c:c:c:1)-N-C(=S)-N-c1:c:c:c:c:c:1_-1_0_0,1,1137
1137,[C:2].[S:1]-[O:3]>>Cl-[S:1].[C:2]-[O:3]_0-10_000_000,1,1138
1138,[n:1]:[n:2]-[C:5]-[C:3]=[C:4]>>[n:1]:[n:2].Br-[C:3](-[C:4])=[C:5]_10-110_00000_00000,1,1139
1139,[n:1].[N:2]-[C:3]=[O:4]>>[n:1].[N:2].O=[C:3]-[O:4]_-1201_-1100_0000,1,1140
1140,[N:1]#[C:2]>>C1-C-N-[N:1]=[C:2]-N-1_00_00_00,1,1141
1141,[O:1]>>F-C(-F)(-F)-c1:c:c:c:c(-C(=O)-[O:1]):c:1_-1_0_0,1,1142
1142,[Cl:1]-[C:3]=[O:2]>>Cl-C(=O)-C(=O)-[Cl:1].C-C(-C)(-C)-[Si](-C)(-C)-[O:2]-[C:3]=O_000_000_000,1,1143
1143,[C:1]-[S:3]-[S:2]>>S-[C:1].O-C(=O)-c1:c:c:c:c:c:1-O-[S:2](=O)=[S:3]_000_000_000,1,1144
1144,[C:1]-[O:3]-[C:2]>>[C:1].C-O-C1(-O-C)-C-C-N-1-[C:2]=[O:3]_1-20_000_000,1,1145
1145,[C:1]>>C-C-O-C(=[C:1])-C-F_-2_0_0,1,1146
1146,[c:1]-[C:3]=[O:2]>>[c:1].C-O-C(-O-C)-[O:2]-[C:3]_102_000_000,1,1147
1147,[N:4].[C:1]-[C:2]=[O:3]>>[C:1].O=[C:2]-[O:3]-C(=O)-[N:4]_100-1_0000_0000,1,1148
1148,[c:1]>>N-C(=O)-C-C-C-C-C-C-C-C-C-C-O-[c:1]_-1_0_0,1,1149
1149,[C:3]-[O:4].[c:1]-[C:2]>>[c:1].O=[C:2]-O-[C:3]=[O:4]_1-2-2-1_0000_0000,1,1150
1150,[O:1]>>Br-C-C-C-[O:1]_-1_0_0,1,1151
1151,[C:1]-[O:2]>>C-S-[C:1]=[O:2]_-2-1_00_00,1,1152
1152,[C:4]-[O:5].[O:1]-[C:2]=[O:3]>>[O:1].[C:2]-[O:3]-[C:4]=[O:5]_020-2-1_-10000_00000,1,1153
1153,[C:1]-[O:4]-[c:3]:[n:2]>>C1-C-[C:1]-C-C-N-1.[n:2]:[c:3]=[O:4]_-1100_0000_0000,1,1154
1154,[C:1]=[C:2]>>Br-[C:1]-[C:2]-Cl_00_00_00,1,1155
1155,[O:1]>>C-c1:c:c(-C):n(-C2-O-C(-C-[O:1])-C(-O)-C-2-O):n:1_-1_0_0,1,1156
1156,[C:1]-[N:2].[n:3]:[n:4]>>Br-[C:1].C-C(-C)-[N:2].[n:3]:[n:4]_001-1_0000_0000,1,1157
1157,[N:1]>>C-C(-O)-C-[N:1]_-1_0_0,1,1158
1158,[N:1]>>C-C-C-C-C-C-C-C(=O)-[N:1]_-1_0_0,1,1159
1159,[C:1]-[C:3]=[O:2]>>[C:1].C-C(-C)(-C)-C(=O)-[O:2]-[C:3]=O_100_000_000,1,1160
1160,[O:2]-[S:1]-[O:3]>>O=S(-[O-])-[S:1](=[O:2])-[O:3]_0-1-1_00-1_000,1,1161
1161,[c:4].[N:2]-[C:3]-[c:1]>>[c:1].[N:2].O=[C:3]-[c:4]_11-1-1_0000_0000,1,1162
1162,[O:1]-[C:3]=[O:2]>>[O:1].C-[O:2]-[C:3]=N_000_-100_000,1,1163
1163,[O:1]-[c:2].[n:3]:[n:4]>>[O:1].F-[c:2].[n:3]:[n:4]_101-1_0000_0000,1,1164
1164,[O:2].[N:1]-[S:3]>>[N:1].[O:2].Cl-[S:3]_110_010_000,1,1165
1165,[O:1]-[C:2]=[N:3]-[O:4]>>[O:1].[C:2]-[N:3](-[O-])=[O:4]_120-1_0010_0000,1,1166
1166,[O:1]=[P:2]-[C:3]>>C-C(-C)-[O:1]-[P:2].C-C(=O)-O-[C:3]_000_000_000,1,1167
1167,[N:1]>>Cl-c1:c:c:c:c(-C(=O)-[N:1]):c:1_-1_0_0,1,1168
1168,[n:1]-[C:4].[O:2]-[n:3]>>[n:1].[O:2]-[n:3].O-[C:4]=O_010-2_01-10_0000,1,1169
1169,[c:1]-[C:3]#[N:2]>>I-[c:1].C-C(=O)-[N:2](-C)-[C:3]_003_000_000,1,1170
1170,[n:2].[n:3].[S:1]=[O:4]>>[S:1].[n:2].[n:3].O=S(-[O-])-S(=O)(-[O-])=[O:4]_0-110_0000_0000,1,1171
1171,[C:1]>>C-C#[C:1]_-3_0_0,1,1172
1172,[N:1]>>O=[N+](-[O-])-c1:c:c:c(-C-[N:1]):c:c:1_-1_0_0,1,1173
1173,[c:1]-[C:3]#[C:2]>>Br-[c:1].C-C-C-C-[C:2]-[C:3]_013_000_000,1,1174
1174,[N:1]>>[N:1]-C-C=C-c1:c:c:c:c:c:1_-1_0_0,1,1175
1175,[N:1]-[C:2]=[O:3]>>[N:1].O=[C:2]-[O:3]-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1_100_000_000,1,1176
1176,[O:1]>>F-C-[O:1]_-1_0_0,1,1177
1177,[N:2].[n:1]-[C:3]>>[n:1].[N:2].C-C-[C:3](=O)-[O-]_11-3_010_000,1,1178
1178,[c:1]-[C:3]=[O:2]>>[c:1].C-O-C-C-[O:2]-[C:3]_102_000_000,1,1179
1179,[O:2].[C:1]-[c:3]>>[C:1]-[O:2].O=[N+](-[O-])-[c:3]_0-10_000_000,1,1180
1180,[N:1]>>O=C(-[N:1])-c1:c:c(-[N+](=O)-[O-]):c:c(-[N+](=O)-[O-]):c:1_-1_0_0,1,1181
1181,[N:1]>>C-C-C-O-C-[N:1]_-1_0_0,1,1182
1182,[C:1]>>F-C(-F)(-F)-c1:c:c:c:c(-C(=O)-O-[C:1]):c:1_-1_0_0,1,1183
1183,[C:1]-[C:3]=[O:2]>>Cl-[C:1].C-C(-C)(-C)-[O:2]-[C:3]=O_000_000_000,1,1184
1184,[c:3].[c:1]-[C:2]=[O:4]>>[c:1].[C:2]-C-[c:3].C-C1(-C)-O-B(-c2:c:c:c3:c(:c:2)-C(=O)-c2:c:c(-B4-O-C(-C)(-C)-C(-C)(-C)-[O:4]-4):c:c:c:2-3)-O-C-1(-C)-C_12-10_0000_0000,1,1185
1185,[C:3]-[C:2]-[C:1]-[C:4]>>[C:1].[C:2]=[C:3]-C-C-[C:4]_20-20_0000_0000,1,1186
1186,[c:1]-[C:3]=[O:2]>>Cl-[c:1].C-C-[O:2]-[C:3]=O_000_000_000,1,1187
1187,[O:1]-[C:4]-[C:3]=[C:2]>>[O:1].O=S(-[C:2]-[C:3]=[C:4])-c1:c:c:c:c:c:1_0000_-1000_0000,1,1188
1188,[C:2]-[N:3]=[c:1]>>S=[c:1].Cl-c1:c:c:c(-N=C=S):c(-[C:2]#[N:3]):c:1_0-30_000_000,1,1189
1189,[O:3].[C:1]=[O:2]>>[C:1]-[O:2]-C-[O:3]_10-1_000_000,1,1190
1190,[c:1].[C:2]#[C:3]>>[c:1]-[C:2]=[C:3]_-101_000_000,1,1191
