,Template,Frequency,Class
4063,[C;+0:1]-[N;+0:2]>>C-[C;+0:1](-C)(-C)-[O-].[N;+0:2],1,4064
4064,[O;+0:1]-[c;+0:2]>>C-C(-C)(-C)-O-C(=O)-N-C1-C-c2:c:c(-[O;+0:1]):c:c:c:2-N(-O-C(=O)-O-C(-C)(-C)-C)-C-1=O.F-[c;+0:2],1,4065
4065,[C;+0:2]-[N;+0:1]-[c;+0:3]>>Br-c1:c(-[N;+0:1]-C(=O)-C(=O)-C-C(-C)(-C)-c2:c:c:c:c:c:2):c:c:c2:c:1-C-O-C-2=O.O-[C;+0:2].[c;+0:3],1,4066
4066,[F;+0:2]-[c;+0:1]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:1].[F;-1:2],1,4067
4067,[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C;+0:5]-[C;+0:4]-1>>[C;+0:1]-[C;+0:2]=[C;+0:3].[C;+0:4]=[C;+0:5],1,4068
4068,[O;+0:2]=[C;+0:1]-[n;+0:3]:[c;+0:4]:[n;+0:5]>>O=[C;+0:1]-[O;+0:2]-c1:c:c:c:c:c:1.[n;+0:3]:[c;+0:4]:[n;+0:5],1,4069
4069,[C;+0:2]-[O;+0:3]-[C;+0:1]>>C-C(-C)-N(-[C;+0:1])-C(-C)-C.[C;+0:2]=[O;+0:3],1,4070
4070,[S;+0:1]-[C;+0:2]>>O-[S;+0:1].[C;+0:2],1,4071
4071,[C;+0:2]-[C;+0:3]-[P;+0:1]>>O-P(-O)-[P;+0:1].[C;+0:2]=[C;+0:3],1,4072
4072,[C;+0:1]=[C;+0:2]-[C;+0:3]-[N;+0:4]>>[C;+0:1]-[C;+0:2]-[C;+0:3]-[N;+1:4],1,4073
4073,[C;+0:1]-[C;+0:3]=[C;+0:2]>>O=C-[C;+0:1].[C;+0:2]-[C;+0:3]-[Li],1,4074
4074,[O;+0:1]=[P;+0:2]>>[O;+0:1]-C-C-c1:c:c:c:c:c:1.[P;+0:2],1,4075
4075,[O;+0:2]-[c;+0:1]>>O-C-C1-C-C-1-c1:c:n:c:c(-O-C-[c;+0:1]):c:1.[O;+0:2],1,4076
4076,[C;+0:1]-[O;+0:2]>>Cl-[C;+0:1](-N-C(=O)-c1:c:c:c:n:c:1)-C(-Cl)(-Cl)-Cl.[O;+0:2],1,4077
4077,[N;+0:1]-[C;+0:2]=[O;+0:3]>>C-C(-C)-[N;+0:1]-C(-C)-C.O=[C;+0:2]-[O;+0:3],1,4078
4078,[C;+0:1]-[O;+0:2]-[C;+0:3]=[O;+0:4]>>C-N(-C)-C-C-C-N=C=N-[C;+0:1].[O;+0:2]=[C;+0:3]-[O;+0:4],1,4079
4079,[Cl;-1:1].[N;+0:4]=[C;+0:3]-[N;+1:2]>>[Cl;+0:1].[N;+0:2]=[C;+0:3]-[N;+1:4],1,4080
4080,[O;+0:2]=[C;+0:1]-[O;+0:3]>>C-C(-C)-N(-C)-c1:c:c(-c2:c:c:c(-C-C-N(-C-[C;+0:1]-[O;+0:2])-C(=O)-O-C(-C)(-C)-C):c:c:2):c:c:c:1-C=O.[O-]-[Cl+]-[O;-1:3],1,4081
4081,[N;+0:1]-[C;+0:2]=[O;+0:3]>>O=C(-C-[N;+0:1])-O-C-c1:c:c:c:c:c:1.O=[C;+0:2]-[O;+0:3]-C-c1:c:c:c:c:c:1,1,4082
4082,[C;+0:3]=[C;+0:2]-[C;+0:1]>>C-N(-C)-C-C-N(-C)-[C;+0:1].[C;+0:2]#[C;+0:3],1,4083
4083,[Cl;+0:4]-[S;+0:5]-[c;+0:1](:[n;+0:2]):[n;+0:3]>>N-[c;+0:1](:[n;+0:2]):[n;+0:3].[Cl;+0:4].[S;+0:5],1,4084
4084,[O;+0:1]=[C;+0:2]-[n;+0:3]>>C-C(=O)-[O;+0:1]-[C;+0:2].[n;+0:3],1,4085
4085,[S;+0:1]-[c;+0:2]>>N-c1:c:c:c2:c:c:c:c:c:2:c:1-[S;+0:1].[c;+0:2],1,4086
4086,[C;+0:1]-[C;+0:2]>>F-[C;+0:1].F-[C;+0:2],1,4087
4087,[C;+0:1]-[C;+0:2]>>C-N(-C)-[C;+0:1].O=[C;+0:2],1,4088
4088,[C;+0:1]-[O;+0:3]-[c;+0:2]>>Cl-[C;+0:1]-Cl.Cl-[c;+0:2].[O;-1:3],1,4089
4089,[O;+0:6]-[C;+0:5]-[C;+0:4]-[c;+0:3]:[c;+0:2]:[c;+0:1]-[c;+0:7]>>Br-[c;+0:1]:[c;+0:2]:[c;+0:3]-[C;+0:4]-[C;+0:5]-[O;-1:6].C-C1(-C)-O-B(-[c;+0:7])-O-C-1(-C)-C,1,4090
4090,[F;+0:2]-[c;+0:1]>>F-C(-F)(-F)-[c;+0:1].N-c1:c:c:c(-[F;+0:2]):c:c:1-[N+](=O)-[O-],1,4091
4091,[O;-1:5]-[S;+0:4]-[c;+0:3]:[c;+0:2]-[C;+0:1]-[c;+0:6]>>O=[C;+0:1]-[c;+0:2]:[c;+0:3]-[S;+0:4]-[O;+0:5].[c;+0:6],1,4092
4092,[Mg;+1:1]-[c;+0:2]>>[Mg;+0:1].[c;+0:2],1,4093
4093,[C;+0:1]-[Cl;+0:2]>>I-[C;+0:1].O-C-C-C-[Cl;+0:2],1,4094
4094,[I;+0:1]-[c;+0:3](:[n;+0:2]):[n;+0:4]>>O=C1-C-C-C(=O)-N-1-[I;+0:1].[n;+0:2]:[c;+0:3]:[n;+0:4],1,4095
4095,[C;+0:1]-[O;+0:2]-[c;+0:3]:[c;+0:4]:[c;+0:5]-[C;+0:6]-[S;+0:7]-[c;+0:8](:[n;+0:9]):[n;+0:10]>>Cl-[C;+0:1].[O;+0:2]-[c;+0:3]:[c;+0:4]:[c;+0:5]-[C;+0:6]-[S;+0:7]-[c;+0:8](:[n;+0:9]):[n;+0:10],1,4096
4096,[C;+0:2]-[C;+0:1]>>C-O-N(-C)-[C;+0:1].I-[C;+0:2],1,4097
4097,[O;+0:2]-[S;+0:1]>>C-O-C-O-c1:c:c:c(-C2(-C)-C-O-c3:c:c(-O-C-O-C):c:c:c:3-C-2-C-C-C-C-C-C-C-C-C-O-[S;+0:1]):c:c:1.[O;+0:2],1,4098
4098,[O;+0:3]-[C;+0:2]=[O;+0:1]>>C-C(=[O;+0:1])-O-O.C-C-[C;+0:2]=S.[O;+0:3],1,4099
4099,[C;+0:2].[C;+0:3]-[C;+0:1]-[N;+0:4]>>O-[C;+0:1]-[O-].[C;+0:2]-[C;+0:3].[N;+0:4],1,4100
4100,[C;+0:1]=[S;+0:2]>>O=[C;+0:1].O=[S;+0:2](=O)(-[O-])-[O-],1,4101
4101,[c;+0:2]-[c;+0:1]>>Br-[c;+0:1].O=S(=O)(-N1-C-C-C-1)-c1:c:c:c(-[c;+0:2]):c:c:1,1,4102
4102,[C;+0:1]-[N;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[c;+0:6](:[n;+0:7]):[n;+0:8]>>O-[C;+0:1]=O.[N;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[c;+0:6](:[n;+0:7]):[n;+0:8],1,4103
4103,[O;+0:1]=[P;+0:2]-[O;+0:3]>>C-C-[O;+0:1]-[P;+0:2].[O;+0:3],1,4104
4104,[S;+0:1]-[N;+0:2]>>Cl-[S;+0:1]-c1:c:c:c:c:c:1.[N;+0:2],1,4105
4105,[C;+0:2]-[C;+0:1]-[O;+0:3]>>O-[C;+0:1].[C;+0:2].[O;-1:3],1,4106
4106,[Cl;+0:1].[c;+0:2]-[N;+0:3]-[c;+0:4]:[n;+0:5]:[n;+0:6]>>[Cl;+0:1]-[c;+0:2].[N;+0:3]-[c;+0:4]:[n;+0:5]:[n;+0:6],1,4107
4107,[c;+0:1]-[Cl;+0:2]>>N-[c;+0:1].[Cl;+0:2]-c1:n:c:n:c2:n:c:[nH]:c:1:2,1,4108
4108,[C;+0:1]=[P;+0:2]>>Cl-[C;+0:1].[P;+0:2](-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1,4109
4109,[N;+0:1]-[c;+0:2]>>C-O-c1:c:c:c(-C-N2-C-C-N(-C-c3:c:c:c(-[N;+0:1]):c:n:3)-C-C-2):c:c:1.N-[c;+0:2],1,4110
4110,[C;+0:2]=[O;+0:1]>>Br-c1:c:c:c2:c(:n:1)-N-C(=O)-C-[O;+0:1]-2.[C;+0:2]=C-c1:c:c:c:c:c:1,1,4111
4111,[C;+0:2]-[C;+0:1]>>C-N-[C;+0:1].Cl-c1:c:c:n:c(-C(=O)-N-[C;+0:2]):c:1,1,4112
4112,[O;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[S;+0:6]=[O;+0:1]>>C-C(=O)-[O;+0:1].[O;-1:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[S;+0:6],1,4113
4113,[C;+0:1]-[N;+0:4]-[C;+0:3]-[S;+0:2]>>O-[C;+0:1].[S;+0:2].O=[C;+0:3].[N;+1:4],1,4114
4114,[C;+0:1]=[O;+0:2]>>C-C-O-C(=O)-[C;+0:1].C1-C-C-[O;+0:2]-C-1,1,4115
4115,[C;+0:1]-[C;+0:2]>>C-C-O-S(=O)(=O)-O-[C;+0:1].[C;+0:2],1,4116
4116,[N;+0:1]#[C;+0:2]>>C1-C-C-C2=N-C-C-C-[N;+0:1]-2-C-C-1.O-[C;+0:2]=O,1,4117
4117,[C;+0:1]=[O;+0:2]>>O-C-C(=O)-[C;+0:1]-[O;+0:2],1,4118
4118,[C;+0:1]-[O;+0:6]-[C;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[c;+0:7]>>C-[C;+0:1](-Cl)-Cl.[C;+0:2]1-[C;+0:3]-[C;+0:4]-[C;+0:5]-[O;+0:6]-1.[c;+0:7],1,4119
4119,[C;+0:1]-[C;+0:2]>>Cl-C-[C;+0:1].O=[C;+0:2]-[O-],1,4120
4120,[O;+0:3]-[C;+0:2]=[O;+0:1]>>C-C(=O)-[O;+0:1].O=N-N(-C-c1:c:c:c:c:c:1)-[C;+0:2]=[O;+0:3],1,4121
4121,[C;+0:1]-[O;+0:2]-[C;+0:3]=[O;+0:4]>>C-C(-C)(-[C;+0:1])-[O-].[O;+0:2]=[C;+0:3]-[O;-1:4],1,4122
4122,[N;+0:2]-[C;+0:1]-[N;+0:3]>>C-c1:n:c(-N-[C;+0:1]-N-C-C-O):s:c:1-c1:c:c:c(-S(-C)(=O)=O):c(-F):c:1.[N;+0:2].[N;+0:3],1,4123
4123,[C;+0:2]=[O;+0:1]>>C-C(=O)-O-C(-C)=[O;+0:1].O-N=[C;+0:2],1,4124
4124,[N;+1:1]-[c;+0:2]>>F-C(-O-c1:c:c:c(-[N;+1:1]):c:c:1)-C(-F)(-F)-F.[c;+0:2],1,4125
4125,[F;+0:1]-[c;+0:2]>>C-C(=O)-C-c1:c:c:c(-[F;+0:1]):c:c:1.C-O-[c;+0:2],1,4126
4126,[N;+0:1]-[Si;+0:2]>>[N;+0:1].[Si;+0:2],1,4127
4127,[O;+0:3]-[C;+0:2]-[C;+0:1]-[C;+0:7]-[C;+0:6]-[C;+0:5]-[C;+0:4]-[N;+0:8]>>[C;+0:1]1-[C;+0:2]-[O;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[C;+0:7]-1.[N;+0:8],1,4128
4128,[Cl;+0:2]-[c;+0:1]>>C-C-O-[c;+0:1].Cl-P(-Cl)(=O)-[Cl;+0:2],1,4129
4129,[C;+0:1]-[N;+0:3]-[C;+0:2]>>Cl-[C;+0:1].I-[C;+0:2].[N;+0:3],1,4130
4130,[C;+0:1]-[C;+0:3]=[C;+0:2]-[C;+0:4]>>I-[C;+0:1].[C;+0:2]#[C;+0:3].[C;+0:4]-[Mg+],1,4131
4131,[O;+0:1]=[S;+0:3]=[O;+0:2]>>C-C(-C)-C-C-[O;+0:1]-N=O.[O;+0:2].[S;+0:3],1,4132
4132,[C;+0:1]-[N;+0:3]-[C;+0:2]>>N#C-c1:c:c:c(-S(=O)(=O)-N(-[C;+0:1])-[C;+0:2]):c:c:1.[N;+0:3],1,4133
4133,[O;+0:1]=[P;+0:2]-[C;+0:3]-[N;+0:4]>>C-[O;+0:1]-[P;+0:2].[C;+0:3]-[O-].[N;+0:4],1,4134
4134,[C;+0:2]=[O;+0:1]>>C-N1-C-C-C(-C-[O;+0:1]-[C;+0:2])(-c2:c:c:c(-F):c:c:2)-C-C-1,1,4135
4135,[c;+0:1]-[N;+0:2]>>F-[c;+0:1].[K]-O-C#[N;+0:2],1,4136
4136,[C;+0:3]-[O;+0:2]-[C;+0:1].[Cl;+0:4]>>C-C-O-[C;+0:1]=[O;+0:2].[C;+0:3]-[Cl;+0:4],1,4137
4137,[C;+0:2]-[C;+0:1]-[O;+0:3]>>Br-C-C(=O)-O-[C;+0:1].O=[C;+0:2](-[O-])-[O-].[O;+0:3],1,4138
4138,[C;+0:1]-[N;+0:2]-[C;+0:3]=[N;+0:4]>>N=C(-N-[N+](=O)-[O-])-S-[C;+0:1].[N;+0:2]=[C;+0:3]-[N;+0:4],1,4139
4139,[O;+0:1]=[C;+0:2]-[c;+0:3]>>C-O-[O;+0:1]-[C;+0:2].[c;+0:3],1,4140
4140,[c;+0:1]-[S;+0:2]>>C-S-[c;+0:1].Cl-[S;+0:2],1,4141
4141,[C;+0:10]-[C;+0:1]-[O;+0:2]-[c;+0:3]:[c;+0:4]:[c;+0:5]:[c;+0:6]-[c;+0:7](:[n;+0:8]):[n;+0:9]>>C-C-C-c1:c(-S-C-[C;+0:1]-[O;+0:2]-[c;+0:3]:[c;+0:4]:[c;+0:5]:[c;+0:6]-[c;+0:7](:[n;+0:8]):[n;+0:9]):c:c:c(-C(-C)=O):c:1-O.N#C-c1:c:c:c(-O-[C;+0:10]):c:c:1,1,4142
4142,[C;+0:1]=[C;+0:2]>>C-C-C-C-[C;+0:1].O=[C;+0:2],1,4143
4143,[C;+0:3]=[C;+0:2]-[c;+0:1]>>N-[c;+0:1].O-[C;+0:2](=O)-[C;+0:3],1,4144
4144,[C;+0:1]-[c;+0:2]>>Cl-c1:c:c:c(-[C;+0:1]):c(-Cl):c:1.N-C-[c;+0:2],1,4145
4145,[F;+0:1]-[C;+0:2]>>F-[Xe]-[F;+0:1].[C;+0:2],1,4146
4146,[F;+0:1]-[C;+0:2]-[C;+0:3]-[N;+0:4]-[c;+0:5]:[c;+0:6]:[c;+0:7]:[n;+0:8]:[c;+0:9]:[n;+0:10]>>C-C-N(-C-C)-S(-F)(-F)-[F;+0:1].O-[C;+0:2]-[C;+0:3]-[N;+0:4]-[c;+0:5]:[c;+0:6]:[c;+0:7]:[n;+0:8]:[c;+0:9]:[n;+0:10],1,4147
4147,[O;+0:2]-[c;+0:1]>>N-[c;+0:1].O-C(=O)-c1:c:c:c(-[O;+0:2]):c:c:1-c1:c:c:c:c:c:1,1,4148
4148,[C;+0:2]-[C;+0:1]>>C-N(-C)-[C;+0:1].C-[C;+0:2],1,4149
4149,[C;+0:1]-[c;+0:2]>>C-C-O-C(=O)-c1:s:c(-N):c(-[C;+0:1]):c:1-c1:c:c:c(-I):c:c:1.C-S-[c;+0:2],1,4150
4150,[C;+0:1]-[O;+0:3]-[C;+0:2]>>F-[C;+0:1].[C;+0:2]-[O-].[O;+0:3],1,4151
4151,[C;+0:1]-[C;+0:2]>>Cl-[C;+0:1].F-[C;+0:2],1,4152
4152,[N;+0:2]-[c;+0:1]>>Br-[c;+0:1].F-C(-F)(-F)-c1:c:c:c(-[N;+0:2]):n:c:1,1,4153
4153,[O;+0:1]=[C;+0:2]-[O;+0:3]>>O=C1-N-C-C-[O;+0:1]-1.O=C1-O-C(-c2:c:c:c:c:c:2)-C(-c2:c:c:c:c:c:2)-N-1-[C;+0:2]=[O;+0:3],1,4154
4154,[c;+0:1]-[C;+0:3]#[C;+0:2]>>Br-[c;+0:1].C1-C-O-[C;+0:2]-[C;+0:3]-O-1,1,4155
4155,[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C;+0:4]-1>>Cl-[C;+0:1]-[C;+0:2].[C;+0:3]#[C;+0:4],1,4156
4156,[C;+0:2]-[C;+0:1]-[N;+0:3]>>F-C(-F)(-F)-[C;+0:1](-O)=O.[C;+0:2].[N;+0:3],1,4157
4157,[C;+0:3]-[C;+0:2]=[O;+0:1]>>C-[O;+0:1]-[C;+0:2]=O.C=C-C-O-C(=O)-N-c1:c:c:c:c(-C(=O)-[C;+0:3]):c:1,1,4158
4158,[O;+0:2]-[C;+0:3](=[O;+0:1])-[c;+0:4]:[c;+0:5]-[C;+0:6]-[c;+0:7]:[c;+0:8]>>O=C1-O-C(=[O;+0:1])-c2:c:c:c:c:c:2-1.[O;+0:2]=[C;+0:3]1-[c;+0:4]:[c;+0:5]-[C;+0:6]-[c;+0:7]:[c;+0:8]-1,1,4159
4159,[C;+0:2]-[S;+0:1]-[C;+0:3]>>Cl-C-C-C-N1-C-C-[S;+0:1]-C-C-1.[C;+0:2]-[C;+0:3],1,4160
4160,[Cl;+0:2]-[C;+0:1]-[c;+0:3]>>C-O-C-O-[C;+0:1].[Cl;-1:2].[c;+0:3],1,4161
4161,[C;+0:2]-[C;+0:1]=[O;+0:3]>>Br-[C;+0:1].Br-[C;+0:2].C-N(-C)-C=[O;+0:3],1,4162
4162,[N;+0:3]-[C;+0:2]=[O;+0:1]>>C-N(-C)-C=[O;+0:1].[C;+0:2].[N;+0:3],1,4163
4163,[C;+0:1]-[N;+0:2]>>C-C1(-[C;+0:1])-C-O-c2:c:c3:c(:c:c:2-1)-C1(-C-O-3)-C(=O)-N-c2:c:c:c:c:c:2-1.[N;+0:2],1,4164
4164,[C;+0:1]-[N;+0:2]>>C-c1:c:c:c(-S(=O)(=O)-O-[C;+0:1]):c:c:1.Cl-[N;+0:2],1,4165
4165,[C;+0:4]-[C;+0:1]-[C;+0:2]-[C;+0:3]=[C;+0:5]>>O=[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4].[C;+0:5]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1,4166
4166,[C;+0:1]-[c;+0:2]>>C1-[C;+0:1]-C-c2:c:c:c:c:c:2-1.[c;+0:2]-C-O-C-C1-C-O-1,1,4167
4167,[C;+0:3]-[C;+0:1]-[O;+0:2]>>C-c1:n:c:c(-C-O):c(-[C;+0:1]=[O;+0:2]):c:1-O.[C;+0:3],1,4168
4168,[C;+0:2]-[N;+0:1]>>C-C(-C)-[N;+0:1].O-C(=O)-c1:[nH]:c2:c:c:c(-O-C3-C-C-N(-[C;+0:2])-C-C-3):c:c:2:c:1,1,4169
4169,[N;+0:1]-[c;+0:2]>>C-C1(-C)-O-B(-c2:c:c:n:c(-[N;+0:1]):c:2)-O-C-1(-C)-C.Cl-[c;+0:2],1,4170
4170,[C;+0:1]-[O;+0:2]>>Br-[C;+0:1]-C-c1:c:c:c(-C(-O)=O):c:c:1.[O;+0:2],1,4171
4171,[C;+0:1]=[N;+0:2]>>C-C-C-O-[C;+0:1]-O-C-C-C.[N;+0:2],1,4172
4172,[O;+0:2]-[c;+0:1]>>C-C-C-C1(-C-C-O-[c;+0:1])-O-C-C-O-1.[O;+0:2],1,4173
4173,[C;+0:10]#[C;+0:9]-[c;+0:1]:[c;+0:2]:[c;+0:3]:[c;+0:4]-[c;+0:5]:[n;+0:6]:[c;+0:7]:[n;+0:8]>>Br-[c;+0:1]:[c;+0:2]:[c;+0:3]:[c;+0:4]-[c;+0:5]:[n;+0:6]:[c;+0:7]:[n;+0:8].C-C-C-C-[Sn](-C-C-C-C)(-C#C)-[C;+0:9]-[C;+0:10]-C-C,1,4174
4174,[C;+0:1]-[c;+0:2]>>C-C(-C)(-C)-O-[C;+0:1]=O.O-C-[c;+0:2],1,4175
4175,[C;+0:1]-[C;+0:2]>>C-O-c1:c:c:c(-C-[C;+0:1]):c:c:1.Cl-[C;+0:2],1,4176
4176,[C;+0:1]-[c;+0:2]>>O-c1:c:c:c:c(-[C;+0:1]):c:1.[c;+0:2],1,4177
4177,[C;+0:2]=[C;+0:3](-[c;+0:1])-[O;+0:4]-[C;+0:5]-[C;+0:6]>>I-[c;+0:1].O1-[C;+0:2]-[C;+0:3]-[O;+0:4]-[C;+0:5]-[C;+0:6]-1,1,4178
4178,[O;+0:1]=[c;+0:2]:[n;+0:3]>>O=P(-[O-])(-[O-])-[O;-1:1].[c;+0:2]:[n;+0:3],1,4179
4179,[C;+0:2]-[N;+0:1]>>C-[N;+0:1](-C)-C=O.N-C-[C;+0:2],1,4180
4180,[Br;+0:2]-[C;+0:1]>>C-N(-[C;+0:1])-C-c1:c:c:c(-C(-C)(-C)-C):c:c:1.O=C1-C-C-C(=O)-N-1-[Br;+0:2],1,4181
4181,[O;+0:1]=[S;+1:2]>>Cl-C(=[O;+0:1])-C(-Cl)(-Cl)-Cl.[S;+1:2],1,4182
4182,[I;+0:2]-[c;+0:1]>>C-C-C-C-[Sn](-[c;+0:1])(-C-C-C-C)-C-C-C-C.O=C1-C-C-C(=O)-N-1-[I;+0:2],1,4183
4183,[C;+0:1]-[c;+0:2]>>Cl-c1:c:c:c:c2:c:1-[C;+0:1]-c1:c:c:c:c:c:1-C-2=O.[c;+0:2],1,4184
4184,[c;+0:1]-[C;+0:2]-[N;+0:3]>>Br-[c;+0:1].O=[C;+0:2].[N;+0:3],1,4185
4185,[C;+0:1]-[N;+0:2]-[O;+0:3]>>O-N-[C;+0:1].[O-]-[N;+1:2]=[O;+0:3],1,4186
4186,[N;+0:2]-[C;+0:1]-[O;+0:3]>>F-[C;+0:1](-F)(-F)-C(-O)=O.[N;+0:2].[O;+0:3],1,4187
4187,[C;+0:1]-[O;+0:2]>>C-c1:c(-C2-C-C-N(-C(=O)-O-[C;+0:1](-C)(-C)-C)-C-C-2):[nH]:[nH]:c:1=O.[O;+0:2],1,4188
4188,[N;+0:2]-[C;+0:1]-[N;+0:3]>>S=[C;+0:1].[N-]=[N+]=[N;+0:2].[N;+0:3],1,4189
4189,[C;+0:1]-[O;+0:3]-[C;+0:2]-[N;+0:4]>>O-[C;+0:1].O=[C;+0:2]=[O;+0:3].[N;+0:4],1,4190
4190,[C;+0:1]-[Cl;+0:2]>>C-C(-C)(-C)-O-[C;+0:1].Cl-C(-Cl)(-Cl)-O-C(=O)-O-C(-Cl)(-Cl)-[Cl;+0:2],1,4191
4191,[Al;+0:1].[C;+0:2]-[N;+0:3]>>[Al3;+3:1].[C;+0:2]#[N;+0:3],1,4192
4192,[C;+0:1]-[O;+0:2]>>Br-[C;+0:1].[O-]-N=[O;+0:2],1,4193
4193,[C;+0:2]-[N;+0:1]>>C-C(-C)(-C)-O-C(=O)-[N;+0:1].C-O-[C;+0:2]-O-C,1,4194
4194,[O;+0:1]=[C;+0:2]-[C;+0:3]>>O=C-c1:c:c:c:c2:c:1-[O;+0:1]-[C;+0:2]-O-2.O=[C;+0:3],1,4195
4195,[C;+0:1]-[n;+0:2]:[n;+0:3]:[n;+0:4]>>C-C(=O)-N-c1:n:c(-O-C(=O)-N(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c2:n:c:n(-[C;+0:1]):c:2:n:1.[n;+0:2]:[n;+0:3]:[n;+0:4],1,4196
4196,[C;+0:2]=[O;+0:1]>>Cl-c1:c:c:c(-O):c(-C(=O)-c2:c:c(-Cl):c:c:c:2-[O;+0:1]):c:1.O-C(=O)-C1-C-C-C-N(-C-C-C=[C;+0:2])-C-1,1,4197
4197,[N;+0:1]-[c;+0:2]>>Cl-c1:c:c:c(-[N;+0:1]):c:c:1.N-[c;+0:2],1,4198
4198,[C;+0:2]-[O;+0:1]>>C-C(-Cl)-O-C(=O)-[O;+0:1].C-C12-C-C-C(-[C;+0:2])(-O-C-1=O)-C-2(-C)-C,1,4199
4199,[S;+0:1]-[N;+0:2]>>Cl-[S;+0:1].O-[N;+0:2],1,4200
4200,[O;+0:2]-[C;+0:1]=[O;+0:3]>>O=C1-C-C-C(-C-c2:c:c:c:c:c:2)-N-1-[C;+0:1]=[O;+0:2].[O-]-S(-[O-])=[O;+0:3],1,4201
4201,[N;+0:5]=[c;+0:1]:[c;+0:2]:[c;+0:3]:[n;+0:4].[O;+0:6]>>C-O-[c;+0:1]:[c;+0:2]:[c;+0:3]:[n;+1:4].[N;+0:5].[O;-1:6],1,4202
4202,[O;+0:1]-[C;+0:7]-[C;+0:6]-[C;+0:5]-[C;+0:4]-[C;+0:3]-[C;+0:2]-[O;+0:8]>>C-C-[O;+0:1].[C;+0:2]1-[C;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[C;+0:7]-[O;+0:8]-1,1,4203
4203,[S;+0:1]-[S;+0:2]>>C-N(-C)-C(=O)-[S;+0:1].Cl-[S;+0:2],1,4204
4204,[C;+0:3]-[C;+0:2]-[c;+0:1]>>C-C(-O)-[c;+0:1].[C;+0:2]=[C;+0:3],1,4205
4205,[Br;+0:1]-[N;+0:2]>>[Br;-1:1].[N;+0:2],1,4206
4206,[O;+0:2]-[c;+0:1]>>Br-[c;+0:1].[O;+0:2]-c1:c:n:c:c(-N2-C-C-C3(-C-C-C-N-3)-C-2):c:1,1,4207
4207,[O;+0:1]=[S;+0:3]=[O;+0:2]>>O=S(=O)(-[O-])-O-O-S(=O)(-[O-])=[O;+0:1].[O;+0:2].[S;+0:3],1,4208
4208,[I;+0:2]-[C;+0:1]-[O;+0:3]>>N-[C;+0:1](-C-c1:c:c:c:c:c:1)-C(-O)=O.[I;-1:2].[O;-1:3],1,4209
4209,[C;+0:1]-[C;+0:2]-[N;+0:3]>>Cl-C(=O)-[C;+0:1].[C;+0:2]=[N;+0:3],1,4210
4210,[C;+0:1]-[S;+0:4]-[C;+0:3]=[O;+0:2]>>C-C-C-C-C-C-C-C-C-C-C-C(=O)-O-[C;+0:1].[O;+0:2]-[C;+0:3]=[S;+0:4],1,4211
4211,[C;+0:2]=[O;+0:1]>>C-C(-Cl)=[O;+0:1].[C;+0:2],1,4212
4212,[N;+0:3]-[C;+0:2](-[O;+0:4])=[O;+0:1]>>C-O-C-C-[O;+0:1]-[C;+0:2].[N;+0:3].[O;+0:4],1,4213
4213,[N;+0:3]-[C;+0:1]=[O;+0:2]>>C-[C;+0:1]-c1:c:c:c:c:c:1.Cl-C(-Cl)=[O;+0:2].[N;+0:3],1,4214
4214,[O;+0:5]-[C;+0:4]-[C;+0:1]-[N;+0:3]-[c;+0:2]>>O-[C;+0:1].O=C1-N-C(-[c;+0:2])-C(=O)-N-1.[N;+1:3].[O-]-[C;+0:4]-[O;-1:5],1,4215
4215,[C;+0:2]=[C;+0:1]-[c;+0:3]>>C1-C-O-[C;+0:1]-C-1.O=[C;+0:2].[c;+0:3]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1,4216
4216,[c;+0:1]-[C;+0:2]>>I-[c;+0:1].[C;+0:2]-S-c1:c:c:c:c:n:1,1,4217
4217,[O;+0:1]-[C;+0:2]-[O;+0:3]>>C-S(-C)=[O;+0:1].[C;+0:2].[O;+0:3],1,4218
4218,[C;+0:1]-[O;+0:2]>>C-C(-C)(-[C;+0:1])-C(-[O-])(-[O-])-[O-].[O;+0:2],1,4219
4219,[F;+0:2]-[C;+0:1]-[F;+0:3]>>Cl-[C;+0:1]-Cl.[F;+0:2].[F;+0:3],1,4220
4220,[C;+0:1]-[P;+0:3]-[C;+0:2]>>Br-[C;+0:1].Br-[C;+0:2].O-[P;+0:3]-O,1,4221
4221,[N;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-c1:c:c:c(-S(=O)(=O)-[N;+0:2]):c:c:1,1,4222
